dellignoto, dell'ignoto,
dellostrè… dell'ostrè…
dellostrètica, dell'ostrètica,
allUniversità? all'Università?
questimpostura? quest'impostura?
lha; l'ha;
lOstrètica l'Ostrètica
dassenza. d'assenza.
unimpostura! un'impostura!
allUniversità". all'Università".
allavvenire, all'avvenire,
sarrende s'arrende
delligiene? dell'igiene?
delligiene; dell'igiene;
dindiana d'indiana
LABITO L'ABITO
Labito L'abito
unS un'S
dattenzione. d'attenzione.
dellinventario, dell'inventario,
nellelenco nell'elenco
chesprimeva ch'esprimeva
quellabisso quell'abisso
Sinchinò; S'inchinò;
nellinventario nell'inventario
questaltro; quest'altro;
daccennare d'accennare
dallattaccapanni dall'attaccapanni
leredità? l'eredità?
moffendete! m'offendete!
unaltra: un'altra:
dinsetto d'insetto
leredità! l'eredità!
leredità. l'eredità.
quelleredità quell'eredità
uneredità un'eredità
dorgoglio: d'orgoglio:
allorgoglio all'orgoglio
Quellabito Quell'abito
quantanni quant'anni
dInghilterra, d'Inghilterra,
dallincantevole dall'incantevole
dellerta dell'erta
nellaperta, nell'aperta,
dInghilterra d'Inghilterra
savanzano s'avanzano
sinerpica s'inerpica
unorribile un'orribile
unalzata un'alzata
simbatta s'imbatta
quellindignazione quell'indignazione
glinglesi gl'inglesi
duno, d'uno,
lindignato l'indignato
lindelicatezza l'indelicatezza
dellHôtel dell'Hôtel
dallEgitto dall'Egitto
LHôtel L'Hôtel
savevano s'avevano
daprile d'aprile
questimmondo quest'immondo
dadesso. d'adesso.
desitazione d'esitazione
laffronto l'affronto
millanni? mill'anni?
dellorecchio dell'orecchio
dorecchio d'orecchio
lorecchia, l'orecchia,
Nellabisso Nell'abisso
allimpeto all'impeto
sarmò, s'armò,
nientaltro; nient'altro;
laccorgimento l'accorgimento
laccidia l'accidia
unacredine un'acredine
desasperazione, d'esasperazione,
nandavano n'andavano
dortaglia d'ortaglia
daccanito d'accanito
allorto all'orto
dinfliggere d'infliggere
unistanza un'istanza
quellistanza quell'istanza
darricchirsi d'arricchirsi
neran n'eran
linquilino, l'inquilino,
lapprovazione l'approvazione
quellirosa quell'irosa
saccesero s'accesero
allinquilino all'inquilino
dellinquilina dell'inquilina
dellintendente dell'intendente
dallirritazione dall'irritazione
lispettore l'ispettore
lunto l'unto
linfelicità l'infelicità
lattentato l'attentato
Saffacciò S'affacciò
unaperta un'aperta
laltro! l'altro!
sacquattava, s'acquattava,
certora, cert'ora,
glinvadeva gl'invadeva
alcunaria alcun'aria
damore. d'amore.
quellomone, quell'omone,
lattendeva l'attendeva
quellimpeto, quell'impeto,
allerto all'erto
sinvaporavan s'invaporavan
dazzurro, d'azzurro,
unattrattiva, un'attrattiva,
(cera (c'era
nellangustia nell'angustia
Lafflizione L'afflizione
limprovvisa l'improvvisa
sagitò, s'agitò,
Savvizia S'avvizia
shanno s'hanno
chabbia ch'abbia
quandhanno quand'hanno
ventanni… vent'anni…
quandavevamo quand'avevamo
ventanni? vent'anni?
uneco un'eco
sarruffò, s'arruffò,
quellaltipiano quell'altipiano
daride d'aride
limpaccio, l'impaccio,
unesclamazione un'esclamazione
allalito all'alito
Quellalito Quell'alito
nellafa nell'afa
lirto l'irto
Unora, Un'ora,
laria… l'aria…
dorrore. d'orrore.
dallorrore. dall'orrore.
quellansia, quell'ansia,
DESSER D'ESSER
sinteressava s'interessava
simmagina s'immagina
lalzata l'alzata
nelladerirvi nell'aderirvi
lajuto. l'ajuto.
allaiuto, all'aiuto,
sindustria s'industria
dellesperienza, dell'esperienza,
silludesse s'illudesse
deffetti d'effetti
dellocchio) dell'occhio)
dumore d'umore
simmaginavano s'immaginavano
daffitti d'affitti
allinganno, all'inganno,
allimpostura. all'impostura.
cera? c'era?
dellassetto dell'assetto
Quandella Quand'ella
dallesprimerli; dall'esprimerli;
tuttarruffato tutt'arruffato
GLINFERMI GL'INFERMI
dunora d'un'ora
dapoplessia d'apoplessia
dombra… d'ombra…
lumile l'umile
allombra, all'ombra,
dumile d'umile
dellaver dell'aver
dellefficacia dell'efficacia
dassaporare d'assaporare
dagosto… d'agosto…
lasinella. l'asinella.
tammazzi!» t'ammazzi!»
dacqua»… d'acqua»…
lacqua… l'acqua…
nellangolo, nell'angolo,
Anchessi, Anch'essi,
glinfermieri, gl'infermieri,
ludisse. l'udisse.
aglinfermieri agl'infermieri
dembolía d'embolía
allinizio all'inizio
quelloccasione, quell'occasione,
dembolía. d'embolía.
Comhai Com'hai
deffetti! d'effetti!
Losservazione L'osservazione
dacqua? d'acqua?
questoggi! quest'oggi!
allosservazione all'osservazione
sullattaccatura sull'attaccatura
larteria l'arteria
dallastuccio dall'astuccio
dacqua; d'acqua;
lago l'ago
lorrenda l'orrenda
sallarga s'allarga
dallabito dall'abito
unAve, un'Ave,
sinfrociò s'infrociò
Luscio L'uscio
Allavvocato All'avvocato
lafflizione l'afflizione
talaltra, tal'altra,
linfermiere. l'infermiere.
dattenzione d'attenzione
Lonorevole L'onorevole
lannunzio: l'annunzio:
laccompagnavano l'accompagnavano
dellambizione dell'ambizione
unimprovvisa un'improvvisa
lagitato l'agitato
quantaltre quant'altre
dallaltissima dall'altissima
buonora buon'ora
laveste l'aveste
dellandrone, dell'androne,
«Fa «Fa'
allocchiello all'occhiello
«Chè «Ch'è
quellorrendo quell'orrendo
singinocchiarono; s'inginocchiarono;
quellestrema quell'estrema
Mopporrei! M'opporrei!
sofferse s'offerse
simbatterono s'imbatterono
linutilità l'inutilità
dallessersi dall'essersi
questorribile quest'orribile
pocanzi; poc'anzi;
vaccorgete v'accorgete
unillusione. un'illusione.
cosaltro cos'altro
napprofittano! n'approfittano!
napprofittano. n'approfittano.
deternarla d'eternarla
maccora m'accora
lesserci l'esserci
unillusione? un'illusione?
dellillusione. dell'illusione.
quelleleganza quell'eleganza
darte: d'arte:
dallumida dall'umida
quellumido quell'umido
larchitettura, l'architettura,
daltare, d'altare,
nellinscrizione nell'inscrizione
dincenso; d'incenso;
nattendeva; n'attendeva;
nellaria; nell'aria;
dellaspetto dell'aspetto
dellintatta dell'intatta
saddormentò. s'addormentò.
quandIo quand'Io
glimportava. gl'importava.
dalto d'alto
dallamor dall'amor
sarrischiava s'arrischiava
soffendeva s'offendeva
glimpietrassero gl'impietrassero
dattenuare, d'attenuare,
Quellordine Quell'ordine
dellarrivo, dell'arrivo,
sadirò; s'adirò;
dellarte. dell'arte.
lingiustizia l'ingiustizia
dassai; d'assai;
uningiuria un'ingiuria
luomo! l'uomo!
alluomo, all'uomo,
Linferno, L'inferno,
dellEtna, dell'Etna,
lumanità… l'umanità…
sinfoscava s'infoscava
dimmondizie. d'immondizie.
dellantemurale dell'antemurale
dallinfinito dall'infinito
lincombente l'incombente
denormi d'enormi
dellAmerica. dell'America.
laccecò! l'accecò!
Nellorrendo Nell'orrendo
saffannavano s'affannavano
dallantemurale, dall'antemurale,
dimpedirmelo… d'impedirmelo…
nellangoscia, nell'angoscia,
Lansia L'ansia
nellangosciosa nell'angosciosa
centrava? c'entrava?
Navrebbe N'avrebbe
dellamore! dell'amore!
dingiuria d'ingiuria
Maccorsi M'accorsi
unantipatia un'antipatia
maccenna m'accenna
limpotenza l'impotenza
lequivoco l'equivoco
Tassicuro! T'assicuro!
mincontri m'incontri
lequivoco, l'equivoco,
sabbujò s'abbujò
poveruomo? pover'uomo?
Uninquietudine Un'inquietudine
dimbatterci d'imbatterci
quellanimale quell'animale
sincontrava, s'incontrava,
dallincontro dall'incontro
dincontrar d'incontrar
Maspetto M'aspetto
QUANDERO QUAND'ERO
linsistenza l'insistenza
mandava m'andava
sappiccica, s'appiccica,
laffliggente l'affliggente
quellebbrezza quell'ebbrezza
allagitazione all'agitazione
laltra? l'altra?
luniverso; l'universo;
dapologhi. d'apologhi.
daffari d'affari
lidentica l'identica
minterrompa m'interrompa
dammirazione: d'ammirazione:
lEssere l'Essere
allarmadio; all'armadio;
dellantipatia dell'antipatia
majutavano m'ajutavano
docchiali d'occhiali
tuttafflitta: tutt'afflitta:
dassiolo d'assiolo
Unombra Un'ombra
dallincredibile dall'incredibile
mimpietrarono m'impietrarono
dellinferma. dell'inferma.
«Labbiamo «L'abbiamo
ludito, l'udito,
comebbro. com'ebbro.
Musciva M'usciva
marrestai m'arrestai
mafferrai m'afferrai
ducciderlo. d'ucciderlo.
lorrendo l'orrendo
damarmi d'amarmi
taspetta. t'aspetta.
lospite l'ospite
dallalbero dall'albero
nellumida nell'umida
quellalba. quell'alba.
allosso all'osso
loggi l'oggi
nellaccordare nell'accordare
lencomio l'encomio
unonorevole un'onorevole
nellamministrazione nell'amministrazione
davvedutezza, d'avvedutezza,
allelemosina) all'elemosina)
saccendeva, s'accendeva,
dalcuno d'alcuno
merano m'erano
Bellespediente! Bell'espediente!
quellimpiego quell'impiego
laccortezza l'accortezza
dellex-convento, dell'ex-convento,
unorecchia un'orecchia
lasinajo, l'asinajo,
sinterpose s'interpose
lalbergatore? l'albergatore?
Tuccido! T'uccido!
unirrefrenabile un'irrefrenabile
allalbergatore all'albergatore
Lex L'ex
unidea: un'idea:
lappetito, l'appetito,
linsalata, l'insalata,
dincanto! d'incanto!
dellalbero: dell'albero:
lArdelli l'Ardelli
laltalena: l'altalena:
dallegro d'allegro
sintenerí s'intenerí
laltalena. l'altalena.
dinternarsi d'internarsi
quellandar quell'andar
Unaltra… Un'altra…
unaltra… un'altra…
lasino. l'asino.
lArdelli. l'Ardelli.
allenorme all'enorme
naccorgesse: n'accorgesse:
finallora fin'allora
Sintenerí S'intenerí
glispirava, gl'ispirava,
Lozio… L'ozio…
laccertamento l'accertamento
Saggirarono S'aggirarono
glincombenti gl'incombenti
saccumulava s'accumulava
danimo; d'animo;
lavvilimento; l'avvilimento;
unangosciosa un'angosciosa
linfelice l'infelice
locchialetto l'occhialetto
allincubo all'incubo
lesame; l'esame;
allinferno, all'inferno,
questordinazione quest'ordinazione
allaltare, all'altare,
saccigliò, s'accigliò,
dellaceto. dell'aceto.
dalletà. dall'età.
ingiustizia 'ingiustizia
unocchiata. un'occhiata.
dallastuccio, dall'astuccio,
centrava: c'entrava:
lordinazione l'ordinazione
desempio. d'esempio.
lacqua: l'acqua:
Malannata, Mal'annata,
duovo! d'uovo!
dellesasperazione. dell'esasperazione.
duovo? d'uovo?
sincontravano s'incontravano
mubriacano. m'ubriacano.
deconomie d'economie
nientaffatto nient'affatto
labito: l'abito:
senzamore, senz'amore,
lattrice l'attrice
dassenza, d'assenza,
dellavventura dell'avventura
quellodor quell'odor
Saspettavano S'aspettavano
laratura, l'aratura,
lorzo l'orzo
labbacchiatura l'abbacchiatura
sappoggiasse s'appoggiasse
lattiguo l'attiguo
unangoscia. un'angoscia.
laratro l'aratro
dorzo d'orzo
laveva, l'aveva,
lattacco l'attacco
Serva Serv'a
lusura, l'usura,
quellanimalaccio quell'animalaccio
nellagrumeto, nell'agrumeto,
quellEccellenza quell'Eccellenza
sintozzava s'intozzava
nè: n'è:
saffondava, s'affondava,
settanni; sett'anni;
questuscita quest'uscita
lanimaluccia l'animaluccia
leco, l'eco,
sesponevano s'esponevano
landatura l'andatura
savviliva. s'avviliva.
anni 'anni
lorefice, l'orefice,
glimprimevano gl'imprimevano
glielavevo gliel'avevo
vavessi v'avessi
sapprofitta s'approfitta
Cintenderemo! C'intenderemo!
lorefice. l'orefice.
quattrannucci, quattr'annucci,
questapologo: quest'apologo:
Quellultima Quell'ultima
daffettarsi d'affettarsi
dellintonaco, dell'intonaco,
lamava, l'amava,
dellinfanzia. dell'infanzia.
dammaestrarlo, d'ammaestrarlo,
Fe Fe'
quellappezzamento quell'appezzamento
za z'a
dellentrata. dell'entrata.
sindignò: s'indignò:
unampollina un'ampollina
dolio. d'olio.
dolio, d'olio,
Tuttintorno Tutt'intorno
questopera quest'opera
qualera, qual'era,
Maffliggo M'affliggo
lallegria. l'allegria.
navrò n'avrò
dellagrumeto, dell'agrumeto,
laratro, l'aratro,
nandrà n'andrà
dagire d'agire
vhanno v'hanno
ottantun ottant'un
dimbrogli d'imbrogli
nelleredità. nell'eredità.
daccomodare d'accomodare
unira un'ira
Lesclamazione L'esclamazione
daffari! d'affari!
savvilí; s'avvilí;
Quellassassino Quell'assassino
sassumerebbe s'assumerebbe
glimpegni gl'impegni
tuttafflitto tutt'afflitto
varrischiate v'arrischiate
Cillenzasí, 'Cillenzasí,
quellimbroglione! quell'imbroglione!
dabiti? d'abiti?
buonanima… buon'anima…
quandandava quand'andava
dellorfana. dell'orfana.
Quellandare Quell'andare
sindugiasse s'indugiasse
Cent Cent'
sesponeva s'esponeva
Vinvito V'invito
saddolorò s'addolorò
laffare, l'affare,
dallallegro dall'allegro
allabitazione all'abitazione
alluscita, all'uscita,
questavvenimento, quest'avvenimento,
daccorrere d'accorrere
sindugiano s'indugiano
dellintera dell'intera
lappaltatore l'appaltatore
savvicina s'avvicina
linvitato l'invitato
lappaltatore, l'appaltatore,
allomicidio. all'omicidio.
Belle Bell'e
linvitato, l'invitato,
comombre com'ombre
lesempio: l'esempio:
sappajò s'appajò
linvitato? l'invitato?
allocchio all'occhio
questocchio quest'occhio
allospite. all'ospite.
allinvitato all'invitato
dellavvenimento dell'avvenimento
lumiltà l'umiltà
glintimarono gl'intimarono
unoffesa un'offesa
dallinferno dall'inferno
dimbottar d'imbottar
darrotino. d'arrotino.
saccapigliarono: s'accapigliarono:
linvitato: l'invitato:
dovera? dov'era?
anchessa… anch'essa…
ventiquattrore. ventiquattr'ore.
lottima l'ottima
Lalba L'alba
lalba? l'alba?
unalba, un'alba,
dandarmene. d'andarmene.
dore… d'ore…
dazzardo. d'azzardo.
lesaudimento l'esaudimento
Senzaltro Senz'altro
alleco all'eco
unacqua, un'acqua,
salluciava s'alluciava
sinerpicò s'inerpicò
nellalbor nell'albor
Lorizzonte L'orizzonte
sallargava; s'allargava;
nappropriò n'appropriò
lesclamazione. l'esclamazione.
uneternità… un'eternità…
maddormentassi… m'addormentassi…
laccarezzò l'accarezzò
luggia, l'uggia,
dalbore. d'albore.
sinalbò s'inalbò
dironico d'ironico
Lodor L'odor
unebbrietà un'ebbrietà
dellabbaino dell'abbaino
unappassionata un'appassionata
lostinata l'ostinata
quellarietta; quell'arietta;
nellavvenire: nell'avvenire:
lesordio l'esordio
davanzo, d'avanzo,
sadempisse, s'adempisse,
lindispettiva. l'indispettiva.
allestraneo. all'estraneo.
lentrata. l'entrata.
Lapparizione L'apparizione
lintimazione l'intimazione
sannebbiò: s'annebbiò:
sannebbiò, s'annebbiò,
mintendi? m'intendi?
limpaccio. l'impaccio.
dimpaccio. d'impaccio.
minganno… m'inganno…
dincamminarvisi; d'incamminarvisi;
coserano cos'erano
dinterromperlo, d'interromperlo,
dangoscioso d'angoscioso
davventurarsi d'avventurarsi
quellannata. quell'annata.
lattaccava l'attaccava
donorarii d'onorarii
quattronze quattr'onze
quellantro quell'antro
quellodore quell'odore
senzaria senz'aria
unoliva un'oliva
unoliva, un'oliva,
lampiezza l'ampiezza
Quattronze Quattr'onze
quattrotto, quattr'otto,
luncino. l'uncino.
dinventore d'inventore
Allopera All'opera
sullaja. sull'aja.
Cintenderemo C'intenderemo
allopera all'opera
Nellinteresse Nell'interesse
dellavvocato; dell'avvocato;
luna: l'una:
Unonza Un'onza
unonza un'onza
laccese l'accese
Questaltro Quest'altro
laja. l'aja.
laja, l'aja,
dellaltipiano. dell'altipiano.
saddossassero s'addossassero
sullaltra, sull'altra,
quellabbandono quell'abbandono
daprir d'aprir
dellaria; dell'aria;
quellabito, quell'abito,
allanno: all'anno:
Senzaltri Senz'altri
dellAvemaria, dell'Avemaria,
quellansito quell'ansito
laffrettato l'affrettato
uninsolita un'insolita
questo? questo'?
uneternità. un'eternità.
Sinsinuava S'insinuava
adesso? adesso'?
daltura. d'altura.
glincombesse gl'incombesse
sarruffò s'arruffò
nessunarma. nessun'arma.
sadopera. s'adopera.
vammazzo! v'ammazzo!
Quandavrete Quand'avrete
lavete! l'avete!
quelloperazione quell'operazione
navreste n'avreste
vassicuro. v'assicuro.
mindicherete. m'indicherete.
questuno, quest'uno,
glincutesse gl'incutesse
dellalbor dell'albor
sallentò s'allentò
ducciderlo d'ucciderlo
simmaginò s'immaginò
destrema d'estrema
allingiú all'ingiú
dastronomia d'astronomia
danimali, d'animali,
mucciderà m'ucciderà
mucciderete m'ucciderete
dalbagio, d'albagio,
dalleviargli d'alleviargli
dellacqua… dell'acqua…
lozio, l'ozio,
uningorda un'ingorda
dellamara dell'amara
daltura, d'altura,
daverglielo d'averglielo
Unalba Un'alba
lignoto l'ignoto
Simmagina S'immagina
allindice all'indice
sindispettisce s'indispettisce
«Cè «C'è
tindicherei t'indicherei
sacculano s'acculano
dAlfreduccio. d'Alfreduccio.
navrà n'avrà
tinsegnò t'insegnò
Minsegnò… M'insegnò…
limparai. l'imparai.
sarrabbiava… s'arrabbiava…
mavrebbero m'avrebbero
limpiego, l'impiego,
quellAmerica. quell'America.
tilludere, t'illudere,
cosè, cos'è,
Bellaria! Bell'aria!
dAlfreduccio d'Alfreduccio
lelemosina. l'elemosina.
Tapprofitti T'approfitti
questorecchio. quest'orecchio.
lelemosina, l'elemosina,
larrosto l'arrosto
naccorge n'accorge
allombra. all'ombra.
dAlfreduccio: d'Alfreduccio:
dira: d'ira:
dellalbero. dell'albero.
Chè Ch'è
nellorecchio, nell'orecchio,
davvicinarsi d'avvicinarsi
lappisolata l'appisolata
signo!, signo'!,
Lappisolata L'appisolata
deffetto, d'effetto,
deducazione d'educazione
lenfasi l'enfasi
allinfermità all'infermità
destinguere d'estinguere
Sintratteneva S'intratteneva
dellago. dell'ago.
santanima!». sant'anima!».
Quandecco Quand'ecco
lescandescenza l'escandescenza
damici; d'amici;
dellarmadio; dell'armadio;
larmadio? l'armadio?
devessere… dev'essere…
savvia; s'avvia;
unorazione, un'orazione,
sarrestava, s'arrestava,
dellerta, dell'erta,
dellabitato. dell'abitato.
Questalbero Quest'albero
allalbero, all'albero,
lannunzio, l'annunzio,
dellarte dell'arte
sabbracciano s'abbracciano
laddietro… l'addietro…
dallinsonnia dall'insonnia
glinaridiva gl'inaridiva
singinocchiava s'inginocchiava
daglirosi dagl'irosi
durlare. d'urlare.
sassottigliavano s'assottigliavano
signo! signo'!
sullattenti sull'attenti
dalladdiaccio; dall'addiaccio;
alloltraggio all'oltraggio
comoggi, com'oggi,
sattenta s'attenta
dintesa, d'intesa,
lindaco l'indaco
Lesperienza L'esperienza
allavarizia all'avarizia
lunico. l'unico.
certacqua cert'acqua
damministrare; d'amministrare;
Gnorsí. 'Gnorsí.
senzaverne senz'averne
sallentasse s'allentasse
allormeggio all'ormeggio
allantenna. all'antenna.
suglispidi sugl'ispidi
dell«Angelus». dell'«Angelus».
dellinfinita dell'infinita
lassicurazione l'assicurazione
allincredulità, all'incredulità,
dallangoscia dall'angoscia
lalzaja, l'alzaja,
soffuscò s'offuscò
quandessa, quand'essa,
lala, l'ala,
loppressione l'oppressione
lonestà l'onestà
Nellombra Nell'ombra
singorgava s'ingorgava
sattardarono s'attardarono
quellacerba quell'acerba
alluna all'una
sindignò s'indignò
sirritò s'irritò
Lirritazione, L'irritazione,
senzinganno senz'inganno
delluna, dell'una,
senzinvidia, senz'invidia,
Limbroglio L'imbroglio
Lufficiale L'ufficiale
lufficiale. l'ufficiale.
UNALTRA UN'ALTRA
Tinganni… T'inganni…
lasciugamani, l'asciugamani,
ALLOBBLIGO ALL'OBBLIGO
timporta t'importa
Taccompagno, T'accompagno,
taspetto t'aspetto
dinferno! d'inferno!
lasino… l'asino…
nellonore, nell'onore,
lorgasmo, l'orgasmo,
daccostarglisi. d'accostarglisi.
glipocriti gl'ipocriti
dappendere d'appendere
unoca un'oca
dambascia. d'ambascia.
nellantro nell'antro
luccido! l'uccido!
luccido!) l'uccido!)
sarrabbia? s'arrabbia?
glimpicci… gl'impicci…
(«Luccido! («L'uccido!
luccido!» l'uccido!»
(«Luccido!») («L'uccido!»)
uneternità, un'eternità,
settantanni, settant'anni,
laggiunta l'aggiunta
leredità, l'eredità,
questunico quest'unico
quellappellativo quell'appellativo
quellinnocente, quell'innocente,
dabbordar d'abbordar
sannoja, s'annoja,
dalcuno… d'alcuno…
saccosti! s'accosti!
settantanni; settant'anni;
saccosta s'accosta
dellorgasmo, dell'orgasmo,
damarti… d'amarti…
Sinterrompe S'interrompe
nimporti, n'importi,
unanatra, un'anatra,
tale tal'e
unanatra; un'anatra;
unanatra. un'anatra.
l«antro l'«antro
lassassino. l'assassino.
dintenderla d'intenderla
nellimmaginazione nell'immaginazione
sinnamorava, s'innamorava,
sinnamorava s'innamorava
glimpedisse gl'impedisse
allinglese all'inglese
allamericana») all'americana»)
dellimmaginazione dell'immaginazione
sillanguidivano s'illanguidivano
linnanzi. l'innanzi.
nellimportanza nell'importanza
daccoglierlo d'accoglierlo
nellarte nell'arte
dargomentare d'argomentare
trentotto… trent'otto…
uninfunata un'infunata
belluomo. bell'uomo.
dimportanza d'importanza
questoggi. quest'oggi.
sadopera s'adopera
questira quest'ira
donestà; d'onestà;
lonestuomo l'onest'uomo
cingrassa; c'ingrassa;
laggravante l'aggravante
damministrazione. d'amministrazione.
dltalia. d'ltalia.
unudienza un'udienza
LILLUSTRE L'ILLUSTRE
dallungare d'allungare
quelleternarsi quell'eternarsi
nellabito nell'abito
Lesilità L'esilità
quellamena quell'amena
dopposizione, d'opposizione,
Lanima… L'anima…
dellanima, dell'anima,
allUniversità: all'Università:
«Lanima «L'anima
quellessenza quell'essenza
«Quellessenza? «Quell'essenza?
lacqua; l'acqua;
durna, d'urna,
nellinsolito nell'insolito
Allaltro All'altro
delleconomia dell'economia
mezzasta: mezz'asta:
durgenza: d'urgenza:
linfausto l'infausto
daverne, d'averne,
laspettazione l'aspettazione
dellimportanza dell'importanza
Questarrivo, Quest'arrivo,
daddio d'addio
nellincerto, nell'incerto,
un«enne» un'«enne»
unedicola un'edicola
l«enne» l'«enne»
lonestà. l'onestà.
«lesistenza «l'esistenza
lAbruzzo l'Abruzzo
lAbruzzo, l'Abruzzo,
dellon dell'on
dAvezzano. d'Avezzano.
dellAmministrazione dell'Amministrazione
linnocente l'innocente
lelogio l'elogio
DELLELOQUENZA DELL'ELOQUENZA
dozio d'ozio
dellidea dell'idea
lesattore l'esattore
Lesattore L'esattore
centrassero c'entrassero
Centravano, C'entravano,
glingegni gl'ingegni
sallungano s'allungano
Questultimo Quest'ultimo
unassociazione un'associazione
dellanalfabetismo dell'analfabetismo
lanalfabetismo l'analfabetismo
dellalfabeto dell'alfabeto
Poveruomo, Pover'uomo,
allonda all'onda
nellattenzione, nell'attenzione,
dellAssociazione, dell'Associazione,
allAssociazione. all'Associazione.
dellAssociazione: dell'Associazione:
lottomana, l'ottomana,
Nellaltra Nell'altra
desperienza d'esperienza
lincertezza l'incertezza
quellidea quell'idea
dellirrealità dell'irrealità
savvistasse s'avvistasse
certaltri cert'altri
allattenzione all'attenzione
novantanni novant'anni
dorecchio, d'orecchio,
lafferrò; l'afferrò;
quellignominiosa quell'ignominiosa
dellAssociazione dell'Associazione
ce c'e
unadunanza. un'adunanza.
limporto! l'importo!
dimbecille, d'imbecille,
quellistanza? quell'istanza?
alladunanza all'adunanza
allAssociazione all'Associazione
lorganismo l'organismo
lintroito l'introito
delladunanza, dell'adunanza,
LI… L'I…
dAspromonte… d'Aspromonte…
dinfamia… d'infamia…
dellAssociazione. dell'Associazione.
lAssociazione l'Associazione
glintervenuti gl'intervenuti
ladunanza l'adunanza
Lavrà; L'avrà;
nelluso nell'uso
allestero! all'estero!
dellegregio dell'egregio
allegregio all'egregio
quellefficacia quell'efficacia
lintendimento l'intendimento
desprimere d'esprimere
delleloquenza. dell'eloquenza.
loratore, l'oratore,
delleloquenza… dell'eloquenza…
delleloquenza, dell'eloquenza,
unideguccia un'ideguccia
delleloquenza dell'eloquenza
punte punt'e
lideguccia l'ideguccia
delleloquenza; dell'eloquenza;
loffesa l'offesa
Nellaltra, Nell'altra,
sinerpicavano s'inerpicavano
dAlbano d'Albano
dalloscuro dall'oscuro
dellOsservatorio dell'Osservatorio
lattigua l'attigua
dalbergo d'albergo
Quellalta Quell'alta
lesiliante l'esiliante
lOsservatorio l'Osservatorio
(Alledelweiss (All'edelweiss
dastronomia, d'astronomia,
lautunno l'autunno
glinnamorati, gl'innamorati,
unestate un'estate
Allinciampone, All'inciampone,
buonaria. buon'aria.
Loste L'oste
quellalta quell'alta
dalletere dall'etere
unidea? un'idea?
unipotesi, un'ipotesi,
sinvolerebbero s'involerebbero
primordine; prim'ordine;
Cè? C'è?
lUniverso! l'Universo!
lUniverso l'Universo
dindurlo d'indurlo
uninsolazione! un'insolazione!
sappuntava s'appuntava
questepigrafe, quest'epigrafe,
DELLANNO DELL'ANNO
lepigrafe l'epigrafe
liscrizione l'iscrizione
dellinsieme, dell'insieme,
Quell«aspetta Quell'«aspetta
dellepigrafe dell'epigrafe
lorecchio! l'orecchio!
lepigrafe, l'epigrafe,
dalluso… dall'uso…
senzaltri senz'altri
linutile l'inutile
quellepigrafe quell'epigrafe
quellepigrafe, quell'epigrafe,
quell«aspetta quell'«aspetta
quell«in quell'«in
quellepigrafe. quell'epigrafe.
tamai t'amai
bellepigrafe. bell'epigrafe.
Tammirai T'ammirai
lamico: l'amico:
allinganno all'inganno
lassegnamento, l'assegnamento,
unintestatura un'intestatura
lestate. l'estate.
saffrettasse s'affrettasse
linfermo, l'infermo,
dellautunno dell'autunno
allepigrafe all'epigrafe
lADDÌ l'ADDÌ
quellaltra. quell'altra.
quellerta quell'erta
dultima d'ultima
dobbligo; d'obbligo;
dallabbajare dall'abbajare
nellabbagliamento nell'abbagliamento
dellanno, dell'anno,
dallesosa dall'esosa
qualera qual'era
questanimo, quest'animo,
dabiti d'abiti
Quellabito, Quell'abito,
lesclamazione, l'esclamazione,
dallabito, dall'abito,
quellesame quell'esame
davanzarsi d'avanzarsi
delletere dell'etere
silluminò s'illuminò
dessere… d'essere…
Allalbergo? All'albergo?
Limpressione L'impressione
dErcole; d'Ercole;
allampia all'ampia
quellacqua; quell'acqua;
dattingere d'attingere
leternità, l'eternità,
dacquistare d'acquistare
quellattimo, quell'attimo,
quellinfinito quell'infinito
Nientaffatto. Nient'affatto.
desserci, d'esserci,
loscuro l'oscuro
quellorrore quell'orrore
Simbarcarono S'imbarcarono
dacciajo d'acciajo
lincanto, l'incanto,
nelluscire nell'uscire
Lincendio L'incendio
daccecarsi, d'accecarsi,
laltri l'altri
lardore. l'ardore.
mimporta? m'importa?
Comegli, Com'egli,
dallalbergo dall'albergo
desattoria d'esattoria
lesattore. l'esattore.
nellassessore nell'assessore
dellospizio. dell'ospizio.
quellassessore quell'assessore
oretta 'oretta
secondordine, second'ordine,
larcuccio l'arcuccio
dellaffamato. dell'affamato.
quellincanto quell'incanto
saffacci s'affacci
dallassessore dall'assessore
dellospizio dell'ospizio
Lattesa L'attesa
dabete; d'abete;
lospedale? l'ospedale?
dentrata: d'entrata:
lorganismo. l'organismo.
lavvertite. l'avvertite.
dinfilare. d'infilare.
Mhan M'han
cosé? cos'é?
pro pro'
allorribile all'orribile
dintuire d'intuire
nelluniformità nell'uniformità
nellabitudine nell'abitudine
vaddormenta v'addormenta
aglinfermieri. agl'infermieri.
questospedale quest'ospedale
chentrava ch'entrava
labbandonava l'abbandonava
linchiodava l'inchiodava
ligiene l'igiene
nessunacqua nessun'acqua
nellindice nell'indice
dellindice dell'indice
dellindice. dell'indice.
dospedale d'ospedale
mingombrava, m'ingombrava,
nandassero. n'andassero.
dombra, d'ombra,
allanulare, all'anulare,
quellanellino quell'anellino
allanulare! all'anulare!
«Questanellino… «Quest'anellino…
quellanellino. quell'anellino.
(«ca («c'a
sa s'a
d d'
